time,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_c,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,pH,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_gas_h2,S_gas_ch4,S_gas_co2,S_co2,S_nh4_ion,q_gas,q_ch4,p_ch4,p_co2,VS,VSR
1.0,,,,0.009757902029046939,0.012823879989561396,0.013693270787068354,0.04627181088369424,,,,0.10948819598317452,,,,,,,,,,,,,,,,,,,,,,,,,,,,2121.2272164876936,1033.5735017263926,0.6556616089108984,0.3515071153748632,,
2.0,,,,0.011382037580815406,0.013251651457169474,0.014170542598893898,0.038693733309167366,,,,0.1331189895302826,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906.7424916999037,1127.788311637183,0.6539231724289934,0.358067069817342,,
3.0,,,,0.009891122096558878,0.01073564087446538,0.011494590499389438,0.038431366570351726,,,,0.13054584497732408,,,,,,,,,,,,,,,,,,,,,,,,,,,,1799.3469874785276,1253.5815524064533,0.6359184048743622,0.4156813440584864,,
4.0,,,,0.009071938805659752,0.011664337851919645,0.01356118159364615,0.03906894834349106,,,,0.12696143784635167,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875.5927494194032,1079.6144255992322,0.6978928779260162,0.405711952908651,,
5.0,,,,0.01138228327434086,0.011476603803935509,0.012342062791880161,0.03966926916550942,,,,0.11007009381739088,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168.065214103396,1001.6407386753781,0.6107162902636946,0.33541219301592856,,
6.0,,,,0.010177583224243995,0.013608852523421755,0.014063456024219283,0.038826792674173674,,,,0.10462097473043602,,,,,,,,,,,,,,,,,,,,,,,,,,,,2130.4648625049354,1068.0102803118848,0.713424502430457,0.35201712816292086,,
7.0,,,,0.009818579402995813,0.011895190562161432,0.012524854427195706,0.04760090227537938,,,,0.11073876622065452,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.108161860113,1107.4191385967188,0.6834818148853691,0.387874396387085,,
8.0,,,,0.009991262277065654,0.012408388733635388,0.013233772449684737,0.0387225204191754,,,,0.10968160394413966,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964.3948218400062,1308.2217831741825,0.6400966412411405,0.4150317255628056,,
9.0,,,,0.01058404005547739,0.012129675982387109,0.012863418819802686,0.04283940674856718,,,,0.12518396851572836,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.3225896604606,1031.2706823116227,0.6415548307302394,0.32826780024311464,,
10.0,,,,0.009503658027858776,0.011914786889327632,0.012901016300345337,0.04080441079321357,,,,0.11402398775557158,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251.5090770758557,1337.7351464048552,0.6583956204039414,0.4047167158389568,,
11.0,,,,0.012353067934888879,0.011824800417484255,0.012179913547555475,0.04003746781365918,,,,0.10241073732864142,,,,,,,,,,,,,,,,,,,,,,,,,,,,2164.9485548674184,1027.0463689834412,0.6912389768138681,0.34907953886537224,,
12.0,,,,0.010589505044741931,0.013663397637636493,0.013993795950363298,0.04048476417783234,,,,0.12317994809811751,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.4808845306557,1015.0705760136001,0.6066376530520744,0.3744555065921484,,
13.0,,,,0.010102141363749692,0.011967222390707551,0.012131723693340956,0.04764107461644541,,,,0.11509953900069281,,,,,,,,,,,,,,,,,,,,,,,,,,,,1801.303279944533,1115.1365897953635,0.6251384048657807,0.3545119601758564,,
