time,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_c,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,pH,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_gas_h2,S_gas_ch4,S_gas_co2,S_co2,S_nh4_ion,q_gas,q_ch4,p_ch4,p_co2,VS,VSR
1.0,,,,0.018435860143634283,0.02225441863851467,0.010106269651337405,0.06008526659402463,,,,0.11107303316691781,,,,,,,,,,,,,,,,,,,,,,,,,,,,2044.374783946943,969.8347065493307,0.5869655266366411,0.40648551590750526,,
2.0,,,,0.015611954458084349,0.017991191550826343,0.009959782822567624,0.06655295088673567,,,,0.13008732015232619,,,,,,,,,,,,,,,,,,,,,,,,,,,,2041.778901310283,1051.6597762259532,0.6779118977260165,0.4186799754875688,,
3.0,,,,0.015532207363840221,0.0179190213113086,0.008566697865492499,0.07385202147936455,,,,0.10467621919829793,,,,,,,,,,,,,,,,,,,,,,,,,,,,2105.0982875481773,1055.5519619260606,0.5820755208868169,0.3980759084292997,,
4.0,,,,0.01575041973258269,0.017415570980842603,0.010282606750637965,0.07131701402824404,,,,0.12807479911431144,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.453271404396,1249.1711526136207,0.6139028051015729,0.36096044716360076,,
5.0,,,,0.015899433707113362,0.021550984644166812,0.009290122337619914,0.07426717252492085,,,,0.11784040498767437,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048.219950985993,1078.5331005464511,0.6119885781364574,0.355486626852398,,
6.0,,,,0.01569474042896878,0.021629122768871856,0.009603355945956961,0.07279317293810926,,,,0.10769196452808616,,,,,,,,,,,,,,,,,,,,,,,,,,,,2073.381650106123,1299.4083253543663,0.6378128674010163,0.41503943310975,,
7.0,,,,0.014796615553379269,0.01880806830243797,0.008501858341491059,0.07554598603626905,,,,0.13540311816643996,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687.8354667013946,1296.1927194180123,0.7041399877308384,0.38189536891662257,,
8.0,,,,0.01830468025008345,0.01805695361380966,0.010219449948819738,0.0763852572626139,,,,0.1051147437806605,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.432922966792,1302.3358231110367,0.5407534712710718,0.3497318174652073,,
9.0,,,,0.016830535963051552,0.01841005488226701,0.008926364072815742,0.05848293500026285,,,,0.13328223147777007,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821.4800148183788,1000.7949894150315,0.6849449310660957,0.42055478460815493,,
10.0,,,,0.019159768221396787,0.017533337701760025,0.008351477883228656,0.06998148379401893,,,,0.12825790401122317,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778.088466678683,1320.3958777703745,0.5418294371310072,0.41995087813859344,,
11.0,,,,0.019122025584360595,0.02152933915588342,0.008569283998415365,0.06177484797858859,,,,0.11431580478623916,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820.9172862485584,1155.450684765338,0.5913844107549281,0.4112424977576412,,
12.0,,,,0.01865045346764381,0.021681877062440357,0.009870892761475595,0.06678368150622886,,,,0.12403435460200207,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.5681946007182,1034.7527319615285,0.6263375392586205,0.35005366535575544,,
13.0,,,,0.01596520327046881,0.019000416107026605,0.008784248477997837,0.0730138351408512,,,,0.10340286651659479,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171.697919904315,1008.3863553481557,0.5618721683882963,0.36648040022132455,,
14.0,,,,0.014689357689117844,0.019105223643581873,0.010476043000414815,0.06812273735987207,,,,0.12303243394551082,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218.6063852013945,1223.9962713324787,0.6615723023697149,0.39474044597989266,,
15.0,,,,0.016533797171687858,0.020343395562650888,0.008210174387341382,0.0604008602629783,,,,0.1114853514360813,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026.7255208050783,1113.9883498039724,0.5744043080011364,0.40106481371235675,,
16.0,,,,0.018769983819016987,0.01898471493656137,0.009487687465112311,0.0685664882557838,,,,0.12461385969365646,,,,,,,,,,,,,,,,,,,,,,,,,,,,2187.4495449247115,1043.6675874683704,0.7087555755740585,0.38363983100764837,,
17.0,,,,0.018995953557952576,0.020369758651753327,0.009010115599282572,0.08009439969341968,,,,0.10417667886744109,,,,,,,,,,,,,,,,,,,,,,,,,,,,2044.8637258266965,1141.7344044886286,0.6217388609898544,0.3249706326371264,,
18.0,,,,0.018754206053564815,0.018312938009827803,0.010083212161995028,0.07512341458309789,,,,0.12287971668288077,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.3253023315053,1040.1920391356766,0.6084260891442235,0.33492122035551103,,
19.0,,,,0.01934401961979124,0.021111289760652272,0.010454039573077589,0.0684462569118532,,,,0.11825546008949875,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719.8539667148084,1101.343154949254,0.5427635769159777,0.3226340319220245,,
20.0,,,,0.018056815481636346,0.019933492210333758,0.00983721454279836,0.0663624984347748,,,,0.1246252706676116,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786.2792853516937,1307.409558946545,0.7124525837042014,0.3398274727904513,,
21.0,,,,0.019362226348545793,0.020370012262216165,0.009443157692187336,0.06968233837597404,,,,0.12079196703341885,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794.7752059362342,1316.041731719286,0.6624162472432642,0.42939275159526313,,
22.0,,,,0.01949783829719036,0.018510455693854955,0.00861194246569174,0.0752598211848348,,,,0.11377567171439577,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918.7735932413939,1294.7496306563544,0.6773458724958015,0.34435469913134537,,
23.0,,,,0.019673424139127454,0.02172345133830362,0.010277324592363923,0.07962008911797312,,,,0.12577609019027408,,,,,,,,,,,,,,,,,,,,,,,,,,,,1842.866598151727,1197.9054765894175,0.5977134226950767,0.3820374404328309,,
24.0,,,,0.02017725416786224,0.020063449509515368,0.009273617933137636,0.07683850818949274,,,,0.12190484524552751,,,,,,,,,,,,,,,,,,,,,,,,,,,,2092.9001687940586,1077.0702956693397,0.7206427181291942,0.3716016640668806,,
25.0,,,,0.017825375630513268,0.018137352979482997,0.010179427713406578,0.08322693680045537,,,,0.12902730099599646,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905.0116329873256,1095.2915654961857,0.59201217823471,0.34013579844492814,,
26.0,,,,0.016941657981747127,0.018010028160800544,0.00997739857677485,0.07825104704355089,,,,0.10780448461211337,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996.970714044916,1281.71917347714,0.6873902620373196,0.3380999976356221,,
27.0,,,,0.01618638677987423,0.02390855488294705,0.00914392957328149,0.08458953377655516,,,,0.10703714762313767,,,,,,,,,,,,,,,,,,,,,,,,,,,,2047.250326343045,1239.551683935425,0.6679199941387868,0.34801242994647313,,
