mu1max,mu2max,KS1,KS2
0.9098252803481811,0.8424566666932459,6.26442471115463,9.978162545546535
0.9101070193715752,0.8381692855523722,6.26759944669583,9.941622325024772
0.9051566459426796,0.8364825723852503,6.246169217292823,9.930302091601092
0.9107936823366013,0.8372700447916135,6.269387270011015,9.93476470717428
0.9153624190681218,0.8383155085984568,6.289900131155007,9.944580633411286
0.8870833175346763,0.848083140411725,6.175052013083458,10.015073746908328
0.8913766064522518,0.881071417824127,6.190083461194095,10.255758058556722
0.8776298698326636,0.97314638879251,6.123912691234198,10.442572985540737
0.902103456658587,0.8408999977243731,6.228869346699408,9.959689571307727
0.9053936594709501,0.8256228818754311,6.248146271676114,9.84605060790801
0.9009847698350387,0.8459020647771894,6.227928711267788,10.003170461303814
0.9172987483907412,0.8665692407538342,6.292047911783068,10.151534845815428
0.9000163602671832,0.8440025868620985,6.225534151750184,9.989037186009417
0.8976352907641841,0.9381777649152416,6.216930192870115,10.223299122110493
0.895176358786387,0.8400946623612607,6.207549926122332,9.955614698113454
0.8419625431161286,0.9880212701564505,5.967378106704516,10.537634645992851
0.9102119926778314,0.9515899429126259,6.268902390109696,10.309481092532815
0.9032534404526772,0.9592962663798085,6.237605405324812,10.354710314151857
0.9127260571544291,0.9632536881494735,6.278322334152617,10.384491940676497
1.1114380650014344,1.2563857424490579,7.114067310026845,12.130309380237149
0.9085907708810167,0.8422851615966056,6.26197770712524,9.975292076970046
0.9034319037059763,0.8328725794079173,6.23829525962558,9.90432275217015
0.8232400736223047,0.9322458114060843,5.887399690279356,10.188589804759813
0.909812351847537,0.8397723706599084,6.265688378187209,9.957518856404741
0.8557238649170881,0.8146161848069996,6.0314738316410805,9.761511230436952
0.898511012216666,0.843839375572114,6.221532380319865,9.984693218913652
0.9059557374316803,0.841496558381123,6.250137469859257,9.968325495793305
0.8783173982735752,0.852491490851307,6.1390744627621965,10.050660456589487
0.9094653452168225,0.84131141547073,6.262334709630315,9.966029665531602
0.9021803642799539,0.8500843951188306,6.235456106927702,10.034978783243776
0.9011779408760852,0.8427785504982196,6.227699072188445,9.977854369049004
0.9138584691253404,0.8411962465007006,6.283114406740681,9.966011103040929
0.902906319032143,0.845969459012411,6.237877947077064,10.000442690884631
0.9267256454011734,1.0091548464688511,6.346864687527372,10.667732989689469
0.8965900515108304,0.9666856278497399,6.209613563719734,10.40253434002278
0.895436008877475,0.8404068405930221,6.206897370144914,9.958594760440329
0.9199785739390292,1.0064645404050543,6.278264385373237,10.655050326257001
0.9015670957966423,0.8412743884731627,6.232802771591633,9.965102086653811
0.9169687611631144,0.8320260826162892,6.296218003026922,9.895119159767008
0.9126449162980498,0.9208593953821625,6.291837268087725,10.112036554344085
1.0688923052155686,0.7999639210341756,6.9159006255316084,9.629058090590837
0.9061088809263035,0.8451335631867511,6.249101911759633,9.995079963092818
0.9061738234827276,0.8459704356289005,6.250018833500884,10.001259067687064
0.9011164809896424,0.8447945433731785,6.230117004752332,9.995525681076915
0.9084372124843022,0.8250853907446609,6.259547982008873,9.846438200157216
0.902973223382601,0.838360012002754,6.235810541380619,9.947170567516581
0.8498153451855248,0.9459829065841726,6.036392265731949,10.697304270211188
0.9057261563738778,0.8405570338483642,6.246588866287591,9.962237934387524
1.0815872388575742,0.9801013196893058,6.900156015538245,10.907012818725292
0.9104955709079728,0.8344229207079162,6.268167494426477,9.913985338795793
0.8990365395727588,0.8434237684190717,6.219627011120567,9.981597328493272
0.834515646892512,0.793497744728486,5.93186284104618,9.593650735500631
0.9030247434982914,0.8391157101154709,6.238399664909042,9.948634310219742
0.8676454018990466,0.7961978148314784,6.072912506859909,9.61375320747701
1.17016406615674,1.0343460888962765,7.323512016048683,10.9492275152907
0.9464622723622248,0.9534755956356932,6.47150825019561,10.728441410417917
0.9233727143872352,0.8495941498123585,6.325099441851552,10.030515004014422
0.7420695430982934,1.0107774929190516,5.5103739951320225,11.091290126516556
0.914799036863191,0.808295822177977,6.283877762651453,9.715863638784121
0.9051497004945507,0.9445602843988793,6.246270406314244,10.261740879534095
0.912783526763485,0.8399058835816265,6.277219689474191,9.954752484027507
0.9171231483538548,0.8148488957456607,6.3042670753887515,9.762435023739432
0.9106994640863194,0.8436967976733925,6.271118461085755,9.983895082097185
0.8797694592983297,0.8245030654821308,6.11946752527732,9.83718864349605
0.9073703015895658,0.9559320675592351,6.2559530711170295,10.337117386743566
0.9095673418285828,0.8457865536188341,6.267090092668308,9.999454432015414
0.904326778400179,0.8406068486389983,6.243331933863604,9.960943793658144
0.9041465390869338,0.9421045212274126,6.242300835690642,10.24710574439158
0.8982789778231187,0.8354996866340211,6.2162508652955015,9.921067442197065
0.89794444535351,0.8400076796131762,6.21393734231095,9.95914881181733
1.0743641771529266,0.9612947288509788,6.93212638414603,10.782821831581181
0.9121707529331178,0.8439533784235744,6.274692132889393,9.986240474379914
0.8698750908533416,0.9715226394877606,6.033401574475522,10.471120304166773
0.9003156444271662,0.8431967162323009,6.224319414308405,9.979100107047659
0.9134059588709371,0.8233738427501276,6.281669252286577,9.832804577426742
0.914627441765461,0.8183559805265685,6.28291769465761,9.790887694910653
0.9123262179397943,0.8417415831975795,6.275838497427323,9.969365619707427
0.9055787888671297,0.8395308648088237,6.248123327242382,9.955500982338718
0.9079541264777103,0.8403843526914484,6.257767618869905,9.96123833807306
0.8916878539747879,0.8447505256037009,6.187729120445779,9.994993368166035
0.9059628124419259,0.843613878498417,6.247772467607331,9.983163658751888
0.9021065288603102,0.8418330276810814,6.233662606035945,9.969374188914973
0.9190890780115407,0.9516287492873666,6.308586171106633,10.307686612087135
0.9053330389708355,0.8576401699809876,6.2484130930891055,10.086565780441896
0.8758125666395091,0.923811354194508,6.150680452793138,10.136510484218954
1.002992472084837,0.79297731467215,6.61048349151237,9.585881963530634
0.9031370937964488,0.8445074451052326,6.2375207664940415,9.990008326616804
0.8996258812274569,0.841466556195161,6.2236021497443845,9.968734793877625
0.9464999432655835,0.9588484792770504,6.419283670626301,10.352199186638499
0.9039984659319045,0.8400338544735398,6.243740041377679,9.958249194405601
