time,X1,X2,S1,S2,Z,C,qm,qc
1.0,0.7228129598521323,0.31173891064550485,2.254103976127942,0.6631736240951377,1e-05,103.44148093441082,3.2992055807568756,0.9403928326660665
2.0,0.7227189926954934,0.31169695599444475,2.255282190033631,0.6634356175644079,1e-05,103.42767723515253,3.3064200136770703,0.9422669506825451
3.0,0.7225769470170287,0.31163383066307015,2.256761813404344,0.6637708261682058,1e-05,103.40712443222557,3.315545997291646,0.9446003279728725
4.0,0.7223876803014092,0.3115499501698561,2.2585141001264426,0.664167765431734,1e-05,103.3800322605144,3.3262484592658614,0.9472998649364858
5.0,0.7221518109969834,0.3114455934890334,2.2605300966191177,0.6646236989292013,1e-05,103.34656609909237,3.338445963997799,0.950343338265901
6.0,0.721870204453609,0.3113211310579894,2.262800652241882,0.6651401439864928,1e-05,103.3069211428804,3.352181576189827,0.9537437967612977
7.0,0.7215448686688569,0.3111774632552092,2.2653029490019,0.6657097169252735,1e-05,103.26145941803979,3.367243739001169,0.9574444307421163
8.0,0.721177096097446,0.3110151488306586,2.2680399493243817,0.6663332297648974,1e-05,103.21042948979064,3.3836560301320295,0.9614532435680738
9.0,0.7207685646679958,0.31083491930478424,2.2710089389875976,0.6670101013611544,1e-05,103.15413295313067,3.4014027659691504,0.9657677186337441
10.0,0.7203219282707177,0.31063793973168097,2.274185766875848,0.667737265882608,1e-05,103.0930095428775,3.42040037647907,0.9703678811686303
11.0,0.7198388402892445,0.310424931709585,2.277589384048452,0.6685139447262173,1e-05,103.02734723117287,3.440626903751968,0.9752492528112633
12.0,0.7193214176029357,0.3101968031875621,2.2812214239491664,0.6693434145293838,1e-05,102.95749516652758,3.462179956733021,0.9804415780389949
13.0,0.7187725981790297,0.30995484309188515,2.285068870022053,0.6702225092717989,1e-05,102.88392044637622,3.484973979946438,0.9859246567257252
14.0,0.7181954342817052,0.30970038461354205,2.2891244430532973,0.6711495166700043,1e-05,102.80709967077622,3.5089663712105432,0.9916905486043656
15.0,0.7175931949429644,0.3094348540312679,2.29338205692607,0.6721230313603963,1e-05,102.72753447087251,3.5341247434383734,0.9977345899503126
16.0,0.7169693846834647,0.3091597798867033,2.297835715864281,0.6731416768327294,1e-05,102.645754118576,3.560419071309957,1.0040532533502242
17.0,0.7163277406528187,0.3088767920066516,2.302479229982057,0.6742040342121566,1e-05,102.56231482783299,3.587819751781539,1.010643629250891
18.0,0.7156722229853758,0.3085876173941967,2.3073061234776358,0.6753086197918248,1e-05,102.47779803948004,3.6162970499426392,1.0175032838259817
19.0,0.7150070018804525,0.30829407465424835,2.312309586817515,0.6764538737407468,1e-05,102.39280823715933,3.6458208537206773,1.024630197172728
20.0,0.7143352215718736,0.30799751019010946,2.317528006489063,0.6776452593783594,1e-05,102.3077906624913,3.6765581036267707,1.0320752450437973
21.0,0.7136634776219356,0.3077008392805173,2.3228752064238996,0.6788698665292027,1e-05,102.22369339045079,3.7081669775702557,1.0397547424504503
22.0,0.7129958796238836,0.3074058476787419,2.3283680675555054,0.6801278802598578,1e-05,102.14108550236567,3.740670520487978,1.0476819293574773
23.0,0.7123371207263177,0.30711457709137413,2.3340041100411986,0.6814188746032761,1e-05,102.06061340402833,3.7740782374693533,1.055867553878412
24.0,0.7116921148135535,0.3068291699363234,2.339775754688036,0.6827411488520481,1e-05,101.98294805098705,3.808365535821113,1.0643135754524378
25.0,0.711065888981796,0.3065518193690277,2.345673755550527,0.6840925939381418,1e-05,101.90876838836279,3.8434981986090593,1.0730197834523993
26.0,0.7104635367299773,0.3062847481625893,2.351688011505939,0.685470899223458,1e-05,101.83875427872617,3.879438175264918,1.0819853346434274
27.0,0.7098901848797828,0.3060301941597523,2.357807745883291,0.6868735974919123,1e-05,101.77358162859707,3.916144776672478,1.0912090377530332
28.0,0.709350963025578,0.3057903969623002,2.3640215360461063,0.6882980730509741,1e-05,101.71391797182861,3.953574804335056,1.1006893434028455
29.0,0.7088509729539945,0.30556758463761097,2.37031731147486,0.6897415617057904,1e-05,101.66041811355402,3.991682423457011,1.110424258624834
30.0,0.7083952575996453,0.3053639602299084,2.3766823498227057,0.6912011490381028,1e-05,101.61371976826561,4.030418959957111,1.120411234566933
31.0,0.70798876964423,0.3051816881045559,2.3831032780301036,0.6926737718895688,1e-05,101.57443920570748,4.069732759246853,1.1306470650795057
32.0,0.7076363399562479,0.3050228802237789,2.3895660820139657,0.6941562196592886,1e-05,101.54316693846427,4.109569009992392,1.1411277696116198
33.0,0.707342646155358,0.3048895824652506,2.3960561248688874,0.6956451386386487,1e-05,101.52046349144896,4.149869624467223,1.1518484857865168
34.0,0.7071121815582508,0.30478376109871663,2.402558174570984,0.6971370384430892,1e-05,101.50685529293898,4.190573149333041,1.1628033647149099
35.0,0.7069492247726082,0.30470728953880527,2.409056441523382,0.6986282999341092,1e-05,101.50283072742494,4.231614690979678,1.173985465084567
36.0,0.7068578102137159,0.30466193548482434,2.4155346255580215,0.7001151869207958,1e-05,101.50883638871014,4.272925921872604,1.1853866647074827
37.0,0.7068416997768631,0.304649348560421,2.421975973221966,0.7015938585531704,1e-05,101.52527356985559,4.314435083189784,1.1969975669020274
38.0,0.7069043559279543,0.3046710485586377,2.428363344290566,0.703060384693096,1e-05,101.5524950253862,4.356067051487649,1.2088074209932942
39.0,0.7070494225642466,0.30472866229820533,2.434627934139596,0.7045032894199612,1e-05,101.59088024326677,4.397536543151201,1.2207485820797561
40.0,0.7072781922488809,0.30482273028212514,2.440834440521722,0.7059282973416976,1e-05,101.64045122556654,4.439027633597664,1.2328766394165278
