k_m_ac,K_S_c4,k_m_c4,k_dec,k_m_pro,k_m_aa,K_S_ac,K_S_pro,K_I_nh3
8.911295318597897,0.45677360873378003,22.375272603135603,0.02902105152823682,9.431881942713293,2.2440142863599166,0.2213091064756361,0.049751890942323886,0.0031340352161026994
9.460446195171887,0.7972727682962205,37.12312473797579,0.0251446213200868,9.635950503950966,2.313917850490968,0.24151707748494472,0.05405595207431864,0.002853763764534301
9.424066390994813,0.8239766346194405,38.26464736548196,0.02748423879287387,9.223588134497076,2.1753097066276177,0.228366015641639,0.05084204619948234,0.0028265790976892326
9.373760641090007,1.0885424767841707,51.61080350220314,0.02822595227789374,9.467616908870566,2.2699585587616897,0.2260767096506887,0.05022626597057807,0.0028916382978877815
11.298818816171375,0.6474282616590599,30.575039658656614,0.026303173290063087,9.455705289519877,2.3166989020568574,0.2815237831566015,0.05230285344020917,0.002389734801962253
10.176035633478564,0.8286851228165967,38.60687928340763,0.024814171381625096,10.000534568875805,2.2177156584485074,0.25938973969858753,0.05773647758636477,0.002639654409677302
9.211380351507492,0.45944542345197154,21.840292333214194,0.025253525793646512,9.7171934462536,2.3598530528247674,0.22928740110120396,0.05487111580733786,0.0028467862510040977
9.473857238119194,1.0694294334541739,49.88488369314304,0.026465231020730316,9.430961330983761,2.249765324156977,0.23661451734814262,0.05122542531020076,0.002854387290712291
9.313983179536894,1.0866735971745165,50.13962487698733,0.02831295726996764,9.099294049094574,2.208079105742096,0.22582754746746117,0.04911375646940752,0.002931982148925691
7.8083909712691915,0.8313703570743239,41.24879760010893,0.032627875451531244,9.144918401996003,2.341187359921706,0.1722680797451472,0.04539699191872866,0.0034227705967015223
9.927869690102943,1.3888771981195542,62.42448979403721,0.024981476590717304,9.298079409408567,2.3413728387485606,0.25238059829329046,0.05214589923885713,0.002664128182952874
9.043612651472982,0.7185459162997356,32.199835102957344,0.022791915581729015,9.775203738349157,2.1688304490039245,0.24134911413233873,0.05764313499458561,0.0029999149250607604
11.621012417685542,2.8847714857093334,128.6391977742537,0.026307554902152308,10.719580969636862,2.3126952578002515,0.29428109822621745,0.06302247091059729,0.0023900596510797213
8.863801724477835,0.7669938865333786,36.91502507638643,0.028179623148284868,9.940821269129643,2.2758215537694126,0.2125744599151119,0.05407704396903149,0.0030264194393417074
9.417389304920198,0.7972697721188693,38.39366360708767,0.029689947735769644,9.013924571888538,2.429176550514767,0.22944013247716996,0.04683671587390819,0.0030784139164747085
9.503820846709887,1.1059332510329185,52.29710948178921,0.028168705786887814,9.472600053503497,2.296921620483716,0.22402804139893964,0.050410453308457774,0.0027972679868204105
9.241908424742723,0.9375169289124962,43.55053662113792,0.02824557676912508,9.2961164591427,2.199974028332156,0.22422461238759933,0.05097120430968799,0.0029279155297913025
8.414487668418104,0.6765274752416633,32.794029953981976,0.028571763185419406,9.239945651562435,2.250830131965316,0.2037544401676621,0.048085128559386195,0.0032331506046325295
9.332126065038517,1.0386652455999912,48.66696808689291,0.026904948722284182,9.158338185441869,2.22850054948039,0.2305264981056807,0.0486421708595809,0.0028864032889817444
9.026568674856058,1.033629420539795,48.652362356871635,0.02716038859829204,9.761729090686053,2.247875001688654,0.21933898807824267,0.0534744903762587,0.0029546587155394113
10.043752380467081,0.42672861384510385,20.68805417290235,0.027692945557617126,8.744194085277517,2.2652954438665183,0.24669865194090584,0.04617186819369871,0.0027263842297913263
8.818014340982389,0.9736453574943704,45.08751742137641,0.028009080497364995,9.18710891593267,2.20558748985847,0.20903580615560513,0.05018251989798851,0.0029838251424554184
9.308515135247807,1.1009748443937113,50.39553329818332,0.02744034292371515,9.043637468440846,2.192859800107389,0.22941969937006956,0.04936421218501621,0.0029102685946698708
9.371776204671008,1.1447297794991944,53.0841502380942,0.028638272133429375,9.115259081062375,2.2682492768324978,0.2249958322411957,0.049267863673881994,0.0028789059158282507
7.5291885139222146,1.5823322867094634,73.26701511560623,0.02891092601450652,8.865377280789518,2.225190393657062,0.1787717446664977,0.04607314543897197,0.003544498623555416
9.282791053822177,1.0730718629298865,50.362557934184395,0.02709120502832163,9.826861291075902,2.2572361187410674,0.22954960818218503,0.05398660819855989,0.002913243283204778
9.398966525476068,0.818181892083687,39.0708208067361,0.02766623606542843,9.661356546613781,2.2736521265308394,0.22935538377856948,0.05219712018813303,0.0028803673444017133
9.471763560859607,0.8977784711194529,42.68917570494537,0.027628963160960297,9.540388343891873,2.279930183183371,0.22988214117481873,0.051336932773888726,0.002830687722166719
9.281404959297578,0.7464587423055422,34.97781000658097,0.0279889230372422,8.875607164770129,2.2275405551986625,0.2270881126051453,0.047647117000242926,0.002941552882793072
9.493701618222877,0.7367581800690199,34.601985599254974,0.028235532898465872,9.146427354314604,2.2268922112728964,0.2300117887036491,0.04967127326692882,0.002854514369106855
9.967188229798978,0.43393405640458765,21.329133875061657,0.028111453983987313,9.976013519887374,2.3322719155270693,0.2472169179353745,0.05430967257903133,0.0027779490207434044
9.310045199342362,1.153957712947755,52.69825488215345,0.027394426344660515,9.196186971706052,2.1894763465894553,0.23025725147831289,0.0506236860189899,0.002916688516254667
8.058351467460346,0.9148332277753614,42.76829954055296,0.026954032046628402,9.64289067167511,2.195129443940061,0.20168599078717458,0.05248137087774584,0.0033912678734450124
9.03839931405037,1.165923828982047,53.36978009846806,0.027336323116896204,9.273624803573366,2.141471517428001,0.2216297188052741,0.051367636027669174,0.0029424974200075804
9.322719323178754,0.673543138661996,31.700863836940265,0.028051005771633986,9.322954451500333,2.230263009205995,0.22611704519450726,0.05114299686825913,0.0029038088466075604
9.620354500612038,0.5890525666072578,28.182129787898315,0.026481663814895282,9.256499942639229,2.3274613712201084,0.23793569027681863,0.049631788685169625,0.002817250194768773
8.391361965606235,1.0431550216843717,47.367813489310194,0.025912010438569718,9.458133452117043,2.3344040654134193,0.21125628806759536,0.05351169322955559,0.0032087319623811538
9.06697087385952,0.43976399551269685,21.362743538839563,0.027419496481906665,10.24833956616931,2.2780898985208684,0.21742815233207863,0.05785047556060992,0.002990734198997213
9.45803641942226,1.490519871071266,67.86638390404822,0.02796512510700039,9.260306048076222,2.22332308076131,0.23168091782007544,0.05075120800057876,0.0028725157828793637
9.036557626923134,0.9166904730944309,43.660659000525015,0.028037307999946047,9.076832892937743,2.224609466010008,0.2191353789266734,0.04724487787073469,0.002974782035941503
7.384710654100134,1.1304622058122145,53.37237886588144,0.029729201307695557,9.428567666622234,2.224941189543034,0.16758413730200683,0.049922091065935884,0.003509435378936483
9.573770333963806,0.8521957981101095,40.41977900507086,0.027114574465826134,9.590343309242908,2.2812451248063583,0.2324158590074725,0.052108649448794515,0.0027855322149136453
8.960757658918734,1.0342032378319344,48.69948399057793,0.027216051209886537,9.634963185123082,2.2303638073841086,0.22220604228133076,0.05238639317660767,0.003028703258685142
7.895964526628783,0.9305244441507777,44.57964559189876,0.028993539767791454,9.417430314710487,2.2193279624911164,0.18227797224074876,0.04929416014735547,0.0033202076869447783
