mu1max,KS1,KS2
0.8647905882738799,15.38226443092258,5.268593101281895
0.8623881155562694,15.36764825750065,5.460628063081858
0.8624296656943837,15.36862634931225,5.268243534756733
0.8645032101215812,15.379762810811435,5.268546260981776
0.8576065825109784,15.337302412170223,5.461759714702855
0.8633970661272456,15.371009934246228,5.26979905717012
0.8643082025781602,15.378336539642294,5.26909104456366
0.8645542679357194,15.38003493991226,5.461424885809966
0.8643068438048247,15.378994721985297,5.4612011266409715
0.8680590774630546,15.39810370040314,5.269747484998458
0.8647646793052948,15.381171252817296,5.268293493301536
0.8663797336168885,15.389652212606222,5.26886270105451
0.863347542790224,15.371849603007071,5.461030345328493
0.8643752470345355,15.37808158988109,5.2698482793473485
0.8709531650137894,15.414700220219258,5.269263347808523
0.8663468445200518,15.391921243527847,5.269765569693128
0.8652808935967513,15.38174659261807,5.461682069027795
0.86262365363927,15.369308720137395,5.269283404893675
0.8665659300959402,15.38278824157863,5.460576583992028
0.861119901516176,15.359155599716694,5.268945826298047
0.8663796240937249,15.38815180102857,5.269015468724826
0.874409144607359,15.433236635244723,5.267797085984534
0.8626771989296877,15.369322252886173,5.461278561787429
0.8824785655042096,15.473142188793101,5.46241138738089
0.8620934498323419,15.368426370934623,5.269287583214263
0.8637965862336665,15.375358588051052,5.269888911033095
0.8689525346018668,15.403422633119087,5.460539449294286
0.8654824048286731,15.383031386764284,5.268988706897938
0.8676233244603544,15.39660426442023,5.269650331830843
0.8658442769357557,15.38881256139833,5.460775138842552
0.8644244694323637,15.378612512897561,5.269821274531464
0.8659220088998969,15.386966347645403,5.462630436798717
0.8657098050932394,15.386194226179086,5.268679102421268
0.8656523213650401,15.385370953686058,5.269883748192626
0.8659085993671689,15.387264681277744,5.269899874578691
0.8648786691074745,15.381355868730038,5.269293846161069
0.8645481492938822,15.37987404436229,5.269185231655377
0.8711510923553685,15.419919465299444,5.461790311770624
0.8665209873641765,15.39004407260482,5.269108363108435
0.8700948677468582,15.41003512465059,5.46074982420272
0.8655763691945227,15.385244353063838,5.269134744466384
0.8625854641600488,15.369507155593997,5.461081831697421
0.8702587819118778,15.410018719710084,5.269795067791221
0.8653852228898751,15.384924918228002,5.268997180162753
0.8641933954917873,15.376208711456036,5.268372643958579
0.8651293199887099,15.380533877606078,5.461398898057607
0.8798133724851047,15.44880038618911,5.268460310387104
0.8644580139738994,15.379004055073453,5.267795469719577
0.866660780782792,15.39130498906484,5.269469274948203
0.8656638948593699,15.385959995336645,5.2686328490959315
0.8603951378396477,15.35859948582805,5.460849621990276
0.8727716044389778,15.425437517787207,5.461185531076352
0.8637849203709236,15.37474708056102,5.268635515945388
0.864890226165871,15.380452048742098,5.461677730441537
0.8664180411223239,15.38850696731163,5.460601617395223
0.8808575562875486,15.470928768546536,5.2693724484424465
0.8657478499460596,15.387284399581683,5.267959789927822
0.8624805132045046,15.367900948472094,5.2676666102215695
0.8237644144619577,15.218105216806826,5.457982282741878
1.0713671059799927,16.3482569541102,5.279049390191085
0.8682956240151598,15.400299095306023,5.4606521793790215
0.865102077280853,15.38271183722175,5.461990182632122
0.8636483617523913,15.37475570704093,5.269178416277699
0.8862448967100545,15.47810394871074,5.461294419749632
0.8648883863181004,15.381020385988071,5.268527529283089
0.864320847099895,15.377988917605562,5.2680518379136485
0.8650895727965018,15.381709912226498,5.269311624603418
0.8561417672501889,15.33462846196166,5.269570844487834
0.8651120888434551,15.3827384857794,5.269310296068923
0.8658890287119445,15.387796433442833,5.461956306941209
0.8540958408504062,15.323954998412917,5.267585260164586
0.8641481765116577,15.377204188755949,5.267975139376968
0.8668907733932949,15.393359492022945,5.46177056378515
0.8641193242485146,15.376359441780014,5.269124649913239
0.875014754692884,15.439813116614658,5.462089805027572
0.8650495826750786,15.382341751882674,5.268081085055847
0.8568036643132083,15.323061963775235,5.461470255338088
0.8662685199408321,15.38902504084874,5.268495076809895
0.8646801896202806,15.380667164956673,5.268164752617042
0.8639144014330609,15.375883652823946,5.269786675162888
