time,D,S1,S2,Z,C,pH
37.75,0.0313649998624481,32.513359734005114,0.0,1.0000000000000018e-05,0.0,7.4
38.0,0.0314106794929068,32.54206846734367,0.0,1.0000000000000018e-05,0.0,7.4
38.25,0.0314558805576284,32.571134421994635,0.0,1.0000000000000018e-05,0.0,7.4
38.5,0.0315005987038158,32.60055251082201,0.0,1.0000000000000018e-05,0.0,7.4
38.75,0.031544829687331,32.63031754781108,0.0,1.0000000000000018e-05,0.0,7.4
39.0,0.0315885693730951,32.66042424917775,0.0,1.0000000000000018e-05,0.0,7.4
39.25,0.0316318137354643,32.69086723450043,0.0,1.0000000000000018e-05,0.0,7.4
39.5,0.0316745588585857,32.72164102787382,0.0,1.0000000000000018e-05,0.0,7.4
39.75,0.0317168009367303,32.752740059084545,0.0,1.0000000000000018e-05,0.0,7.4
40.0,0.0317585362746044,32.78415866480839,0.0,1.0000000000000018e-05,0.0,7.4
40.25,0.031799761287639,32.81589108982869,0.0,1.0000000000000018e-05,0.0,7.4
40.5,0.0318404725022579,32.84793148827585,0.0,1.0000000000000018e-05,0.0,7.4
40.75,0.031880666556123,32.88027392488745,0.0,1.0000000000000018e-05,0.0,7.4
41.0,0.0319203401983586,32.912912376288865,0.0,1.0000000000000018e-05,0.0,7.4
41.25,0.0319594902897534,32.945840732294016,0.0,1.0000000000000018e-05,0.0,7.4
41.5,0.0319981138029408,32.97905279722588,0.0,1.0000000000000018e-05,0.0,7.4
41.75,0.0320362078225576,33.01254229125667,0.0,1.0000000000000018e-05,0.0,7.4
42.0,0.0320737695453806,33.046302851767166,0.0,1.0000000000000018e-05,0.0,7.4
42.25,0.0321107962804418,33.08032803472501,0.0,1.0000000000000018e-05,0.0,7.4
42.5,0.0321472854491217,33.114611316081664,0.0,1.0000000000000018e-05,0.0,7.4
42.75,0.0321832345852209,33.14914609318764,0.0,1.0000000000000018e-05,0.0,7.4
43.0,0.0322186413350105,33.18392568622572,0.0,1.0000000000000018e-05,0.0,7.4
43.25,0.0322535034572604,33.218943339661855,0.0,1.0000000000000018e-05,0.0,7.4
43.5,0.0322878188232465,33.25419222371343,0.0,1.0000000000000018e-05,0.0,7.4
43.75,0.0323215854167362,33.28966543583452,0.0,1.0000000000000018e-05,0.0,7.4
44.0,0.0323548013339525,33.325356002217845,0.0,1.0000000000000018e-05,0.0,7.4
44.25,0.0323874647835172,33.36125687931304,0.0,1.0000000000000018e-05,0.0,7.4
44.5,0.0324195740863723,33.39736095536094,0.0,1.0000000000000018e-05,0.0,7.4
44.75,0.0324511276756802,33.43366105194354,0.0,1.0000000000000018e-05,0.0,7.4
45.0,0.0324821240967035,33.47014992554925,0.0,1.0000000000000018e-05,0.0,7.4
45.25,0.0325125620066628,33.50682026915312,0.0,1.0000000000000018e-05,0.0,7.4
45.5,0.0325424401745742,33.54366471381162,0.0,1.0000000000000018e-05,0.0,7.4
45.75,0.0325717574810657,33.58067583027179,0.0,1.0000000000000018e-05,0.0,7.4
46.0,0.0326005129181729,33.61784613059411,0.0,1.0000000000000018e-05,0.0,7.4
46.25,0.0326287055891138,33.65516806978906,0.0,1.0000000000000018e-05,0.0,7.4
46.5,0.0326563347080432,33.69263404746672,0.0,1.0000000000000018e-05,0.0,7.4
46.75,0.0326833995997868,33.7302364094992,0.0,1.0000000000000018e-05,0.0,7.4
47.0,0.0327098996995541,33.767967449695504,0.0,1.0000000000000018e-05,0.0,7.4
47.25,0.0327358345526324,33.80581941148842,0.0,1.0000000000000018e-05,0.0,7.4
47.5,0.032761203814059,33.84378448963312,0.0,1.0000000000000018e-05,0.0,7.4
47.75,0.0327860072482746,33.88185483191693,0.0,1.0000000000000018e-05,0.0,7.4
48.0,0.0328102447287563,33.92002254088019,0.0,1.0000000000000018e-05,0.0,7.4
48.25,0.0328339162376306,33.95827967554741,0.0,1.0000000000000018e-05,0.0,7.4
48.5,0.032857021865267,33.99661825316882,0.0,1.0000000000000018e-05,0.0,7.4
48.75,0.032879561809852,34.035030250971445,0.0,1.0000000000000018e-05,0.0,7.4
49.0,0.0329015363769433,34.07350760791969,0.0,1.0000000000000018e-05,0.0,7.4
49.25,0.0329229459790055,34.11204222648477,0.0,1.0000000000000018e-05,0.0,7.4
49.5,0.0329437911349256,34.150625974422816,0.0,1.0000000000000018e-05,0.0,7.4
49.75,0.0329640724695102,34.18925068656117,0.0,1.0000000000000018e-05,0.0,7.4
50.0,0.0329837907129636,34.227908166592265,0.0,1.0000000000000018e-05,0.0,7.4
50.25,0.0330029467003472,34.2665901888752,0.0,1.0000000000000018e-05,0.0,7.4
50.5,0.0330215413710204,34.305288500244,0.0,1.0000000000000018e-05,0.0,7.4
50.75,0.0330395757680627,34.343994821822626,0.0,1.0000000000000018e-05,0.0,7.4
51.0,0.033057051037678,34.38270085084615,0.0,1.0000000000000018e-05,0.0,7.4
51.25,0.0330739684285807,34.421398262487614,0.0,1.0000000000000018e-05,0.0,7.4
51.5,0.0330903292913633,34.46007871169034,0.0,1.0000000000000018e-05,0.0,7.4
51.75,0.0331061350778473,34.498733835005176,0.0,1.0000000000000018e-05,0.0,7.4
52.0,0.033121387340415,34.53735525243226,0.0,1.0000000000000018e-05,0.0,7.4
52.25,0.0331360877313256,34.575934569267005,0.0,1.0000000000000018e-05,0.0,7.4
52.5,0.0331502380020126,34.61446337794973,0.0,1.0000000000000018e-05,0.0,7.4
52.75,0.0331638400023645,34.65293325991874,0.0,1.0000000000000018e-05,0.0,7.4
53.0,0.0331768956799892,34.69133578746611,0.0,1.0000000000000018e-05,0.0,7.4
53.25,0.0331894070794609,34.72966252559623,0.0,1.0000000000000018e-05,0.0,7.4
