time,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_c,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,Q
2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.275520789835875,26.53722133151242,2.5474074689943342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.1944516872228
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.025288155277874,28.685468851424016,2.624457524426965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.50583435067466
3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.103292724652198,28.02403311828455,2.4599562681242495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.8152452739525
3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.999381038936036,28.09282628756386,2.8350892628386317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.9813726233362
3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.631112344667178,28.815729727350973,2.864548703912106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.761914672715
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.375168469870726,27.078258082015445,2.6862766469904575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.46580479996672
4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.558005341210045,26.99239867277585,2.706733527038355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.09366164323836
4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.228071503282806,26.011295367205822,2.703531002116136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.14010033873421
4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.432072733533937,28.081131500860085,2.5476251287351253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.90494131479306
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.242366284311561,26.45813150286779,2.6893367928950873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.16162265654367
5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.56448716385609,26.23338371362436,2.913252419952666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.41319168045692
5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.295911730291909,29.365375369224637,2.5065233072073596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.10884606304126
5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.465432794909441,28.05882783993463,2.632893600778849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.02805106675572
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.499986036655276,29.681495829631846,2.789103680640883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.13555702422855
6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.950793993636164,29.471272526641318,2.776970558749815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.00628901915547
6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.061662295052159,26.63165028851799,2.733314134254607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.89637369897312
6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.671538386498947,30.063033018133737,2.7166312383151285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.3224551943384
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.049786475428903,26.984847827933812,2.9482999204003595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.8024266631843
7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.694787477895716,27.115557481216793,2.976392446730024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.6495134810713
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.236529687400687,26.28011175563901,2.9550687035715586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.52400534611735
7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.822756548901632,28.06190037003164,2.990233934719249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.66484952033477
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.936667758022333,28.365573840692782,2.7670505089894313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0109044085964
8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.419361403574912,26.820870840168542,2.743414012730537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.10330865019773
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.87820927588935,26.507399485654904,2.7271781339306975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.3842544496354
8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.849241079201587,28.86861147145213,2.913370519947676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.46237010300655
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.833589808868417,27.082274995235323,2.8507588290888894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.40722987810875
9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.348349665096567,30.060140004827126,2.8591383232139025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.4739928649416
9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.579765997415416,25.932100356437356,2.8100626257598234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.87312699193683
9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.87347341920297,26.312073162258315,2.9627394791672113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.4065530073855
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.603011402615381,26.1292516746739,2.7632805397415634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.5375191335671
10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72338168796345,28.570950183870675,2.905732859088624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.79054735823325
10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.316868713296556,28.413090016601576,2.879471562164901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.85510262409733
10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.55530985381716,28.466743304185933,3.0367947277212055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.17408665478408
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.146721796157193,27.13925551062516,3.008053423182952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.9866318844196
11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.604012130249773,28.303091057372882,2.936662803670444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.25462131305989
11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.828338953976253,28.79392423876703,3.0695592595360703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.77846382694779
11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.36433633713973,29.673737991833388,3.055849229745876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.27776336513983
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.575447065020617,26.008311663537587,2.9834806412272896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.32347770639802
12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.766249390764285,28.064921829122394,2.69653742786599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.002598941233
12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.740104163886361,26.110518288264355,2.758291886787341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.20982474176648
12.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.515019040014097,26.76175412067261,2.7190656081023796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.5444540453373
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.388130691890028,29.600955789939526,2.8186301451711526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.47520455129037
13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.726866354686832,26.12501320218059,2.9720832116242537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.840014529896
13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.565412467064103,29.72050759761062,2.9414708225664956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.4957327017117
13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.350002775612507,29.62564232237339,2.7837667608236445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.72766884176684
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778132904819197,26.089058577681936,2.8270246874215417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.5032705467133
14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.33306873923009,26.285997832565606,2.8320286819426896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.55124809456632
14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.853053591958398,28.976973114938666,2.988041915005888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.74814149058997
14.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.772165421669783,29.97093032658576,2.876341396565401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.51522610259119
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.200636198581341,25.89248982015842,2.9194408135983485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.05760544889904
15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.200214070623906,27.635830071856393,3.000507802020867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.1178190476164
15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.536135977914368,29.54270543662668,2.8125924429264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.39947924678293
15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.853152431766974,28.758045738480504,3.1494793250686426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.8650782247322
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.043760867977129,28.16525302398182,2.9357311305954354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.626418153471
16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.580568337946552,27.249596338926,2.7987790845842637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0074023117409
16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.402618031595273,28.28057248385308,3.071101105533969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.6817013517262
16.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.723478177632513,26.263930719147517,3.176143295341547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.96339244424985
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.377459186687027,26.07425096561464,2.829772475817142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.674178535684
17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.816689592555063,28.062420897735795,2.9101075161105254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.02916862151613
17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.830149668643058,25.42198988963305,2.7258217194142977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.6827834659905
17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.261406603517807,27.886740308744606,2.7344984069864036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.16853825228037
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.34844432075412,26.515135521171658,3.1795949718633927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.06478719652483
18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.41918352712442,27.777343276090626,3.0659137458535755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.7680578544905
18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6366542758291,27.585752410846784,3.0571137348598993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.5302928581439
18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.962329124533861,26.55433705970531,2.772831255826003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.5558591151472
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.778077585090044,27.749655117978413,2.8101752652971372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.03484328894586
19.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.813553603407632,26.749723798822576,2.9631655343376044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.28702448783486
19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.016321803412172,28.04375769960193,2.9781896034821362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.27603066416987
19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.595859304109826,28.793060241825803,2.8409902767941086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0829527936871
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83118744556109,24.952136613664965,2.7761928830251152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0129103195476
20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.969038519443043,25.852144285157816,2.789359000146383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.705179324679
20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.300672879816524,24.838059295849032,2.949175494599139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.82624041607966
20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.647857355283177,25.983132744945873,2.8492621255190445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.57625212965044
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.210127262371246,26.231760134524237,2.9921001426424447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.3709719170647
21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.083348683853314,26.23765193290441,3.2055546935315604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.96547578976794
21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.275271921188388,26.01513808019527,2.8989797853417403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.9112381717294
21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.296856662506075,25.812880292560724,2.8371254128860612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.10570631859133
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.494345167648746,25.158758851888265,2.9539836275935705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.13419174502843
22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.214241379352217,25.985438985950456,3.132393438702918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.1026929289287
22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07322244821639,26.009011740739464,2.98399361081318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.7127585267171
22.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.431500385801879,26.595839546064546,3.1783532892263118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.69273888753673
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.187529690946366,26.73243158580153,3.3148851564120143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.1302271327763
23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.776978319015118,26.25228191604856,3.3055951374275185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.5952575305969
23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.895259594712464,25.41479184034936,2.886975261990325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.4534617684107
23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.037365430412128,24.602369077390577,2.9451571537481516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.5174068774164
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.642348595226254,25.000504080792062,2.9158298358673163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.72097433197854
24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.582078091690619,23.711701548503633,3.1290477038554263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.4966270587006
24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.453679386290203,25.09870494254987,3.2083628175549705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.9645878182133
24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.797409259914772,27.265260422273265,3.056707804593543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.9134991563318
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.583652948767698,24.315824651908272,3.308919956681257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.68314603434993
25.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.23427408691687,23.904736635867454,3.1282125588869256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.3949779051231
25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.951577434937137,25.77751739465306,3.1553588364553513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.74265825397015
25.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.369012891616642,26.669271860497318,3.3148939137168743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.4759417154401
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.413788822907419,24.489023711061744,3.1193202580490693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.48668661228345
26.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.059118558446096,25.68875973727666,3.149351986180638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.81030648292267
