time,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_c,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,Q
26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.473504063735609,26.22236214422871,3.3789978345273814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0662338727098
26.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.382268277366316,25.07803613972936,3.396690498146909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.1395742041899
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.843473078037288,22.881592445465664,3.1733985254936776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.46318509815006
27.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.900993325618067,26.038954651697647,3.1755021890977675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.68376772584173
27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.147378268061534,24.05607393296367,3.475866195799299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.803145216784
27.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.487681701141675,23.257211327574083,3.162230015374055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.74914681240546
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.784565647711005,23.43000132471802,3.0191784286742003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.39916609710616
28.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.856827373488638,22.692860855473363,3.1323124994877967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.2289501511967
28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.358131603300368,22.793659985973573,3.3768911314714107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.5284314021386
28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.372109397655818,23.513288591018807,3.2387094750728176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0888428554691
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.738925271202815,23.702164818259767,3.3870031158036484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.29888756911157
29.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.527254514982362,23.013230751951173,3.504922412801352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.36805378203985
29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.146478206581834,23.81011469414867,3.0802501640005677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.88639498143027
29.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.346212619159257,21.265803766447025,3.318950558482182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.1875441758661
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.594028975949254,24.184365026740668,3.0934714485376076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0567603243328
30.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.905867566060932,22.611785575043594,3.3844620422472014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.1852803517836
30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.389693555804325,22.26763012055495,3.5523108489343698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.69446428207647
30.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.213529007330449,23.108254926893327,3.298600847444644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.2400790579447
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.536868669834844,21.38490004699928,3.154238271687991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.6025426194315
31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04262154185379,23.481422011186655,3.1224513343638205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.9042167668498
31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.872819654107474,20.6877231537977,3.622019798767047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.8916179539677
31.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.279232398812866,21.924804130310754,3.1963058713580943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0663852666138
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.166256425721945,23.560541151904385,3.166000465642391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.4636802754685
32.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42772110364376,20.765391658745305,3.2934394953296326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.9822556407721
32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.936736301961911,19.952026525664532,3.6644964334221886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.68854231848735
32.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.372733194657167,22.39836200466313,3.727494299771829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.45875598977403
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.728285886062027,21.85416708589541,3.499872653054168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.8735817090791
33.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.666894477756763,21.279397292953778,3.593048506636227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.65235571493525
33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17303012499364,20.051532377060017,3.6333905755491323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.66718355509454
33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.450363487346985,20.334827389524385,3.304613811433957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.7907882913178
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.170476535433979,20.78780779474583,3.79153750450867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.9628515066414
34.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.796934885380024,20.790199502565358,3.326749206627442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.5779853135596
34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.953861143896691,19.5705294069231,3.336131685652869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.02158776215134
34.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.717631404047202,18.89195959801164,3.3769362205721887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.1041337445543
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.614299164706241,21.326010687869587,3.328613871990808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.8755348914731
35.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.073906909921002,18.801513549884753,3.876244641218949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.50736816977746
35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.796064556395326,19.340512201611382,3.5976336631222368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.8364370199249
35.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.180350924887579,20.56832063343343,3.7383251404136253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.3692196674594
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.174746638396119,20.832955250484392,3.8841941965142697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.3967646222854
36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.192455517458413,20.3941892109796,3.8108862608959173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.89495300512664
36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21840818948454,19.996714706938555,3.4500435408300607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.3988277270223
36.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.337337493054191,19.426852945254904,3.441545283717705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.48905121695526
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.934551988928895,19.70234939811739,3.62797064133766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.4957334372906
37.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1260422125220115,17.790118761505727,3.583424327007453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.7147968803315
37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.207793589378351,20.74357548609226,3.6137876164132634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.4675169765468
37.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.633257762665703,19.67129051976948,3.488632683832213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.9366387308705
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.459815408818734,17.572729650863938,3.573552555811488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.04282328236985
38.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.648135991301137,17.64381273164424,3.675568469277847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.9718873655759
38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.367486159159035,20.007147259790553,3.592429530781005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.73168836016856
38.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.918240342371683,18.66426860049072,3.5408186060525173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.52103660726203
39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.779030341102589,17.86476066933608,3.5886919734857656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.40451886065495
39.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.988910191251015,19.750518451361128,3.6066612950071746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.94320650607455
39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.870453599786333,19.63159057502492,3.83725475780516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.14054032902305
39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.617616867938583,19.322632827928555,3.589196599575027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.8728684075297
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8128171227031755,18.726514569572146,3.758673003778847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.37047974601023
40.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.893075971641226,17.2507631073183,4.064352666437653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.4851778644058
40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.226958296916498,18.19579773165164,4.03991709101322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.25409396156397
40.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4007311326703125,19.011236323927097,3.7516193919945753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.41613103106624
41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.863826119976902,18.24051713044032,3.677817137216809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.6397580914801
41.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.860265655366137,16.78137235318102,4.131569691289377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.2489652574583
41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.193667971024413,17.230555052115992,3.939732109357243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.5213855383326
41.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.702582008462426,17.779073927488668,4.077092036866115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.01794216412725
42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.431942876544397,18.51768021772166,3.921792144515233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.43475621797035
42.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.396136448472048,17.098824808423227,4.295258682766419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.4747744561732
42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.582194922105471,18.427614920508848,3.8148409976344837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.4719589615787
42.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.689972462657155,18.3363163779118,3.7094589318888223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.7326533091818
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.566110615435631,17.486523276891035,3.745208890366461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.1839044645302
43.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.671476316177189,16.853964015718397,4.345931738305836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.72874209257986
43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.750566360678105,17.589632720195773,4.255476224360913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.26002219650536
43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578817838641928,17.986619160978204,3.7694349489070365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.8919564476894
44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.561065521905805,16.518800214253783,4.358433343972108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.9295360970193
44.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.194574442249083,17.113729408388046,4.000894337844346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.74869847189444
44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.291073440953509,16.35909602933625,3.8549226751143295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.58729918741255
44.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.385946792311231,17.722043052328356,4.141987736749453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.66648981262216
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.768383980227838,15.952991773024142,3.7965914696004615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.1461615436372
45.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.068533112972887,17.376268709069205,4.149546575828807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.6060487633628
45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.162576938688912,15.542839015850502,3.92890210344669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.5943041087213
45.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.185348720458918,17.481676921675543,4.085525537666974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.63537945166536
46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.159792186472104,16.18598386592973,3.8982852049094623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.32943959645587
46.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2007361881051,16.368193556679667,3.9658324330391346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.2512942255409
46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.853957702229798,15.775061819192949,4.137977935584056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.21712132817066
46.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.927301015252103,16.612765831623836,4.371409362190534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.9768471337949
47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9008688708979795,14.988232625378783,4.3316516120636965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.4540576871436
47.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.926409847238115,16.308027050604547,3.8697805850371982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.7129695237331
47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.90023021662399,14.815707962951622,4.317087359661855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.12810782405546
47.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.369339215709529,15.497548165101058,4.407176496394022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.00547020005047
48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.501774604491374,16.914450002478013,4.105230242253835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.7263556060352
48.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.876223971037517,15.865488683122623,4.273292652061048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.9083563788986
48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.463232778264967,16.536023526348245,4.413876345771221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.992042543898
48.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.126176795942662,15.060232811445175,4.213263695803716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.7343746058171
49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875869806310834,16.027589818998838,4.02037624864603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.72932601718827
49.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.788923838787305,15.515594285950314,3.9770385467775884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.93233130579495
49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.787282043368678,14.630942887149512,4.524418753102563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.00586586224523
49.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.752360507419998,15.500937839439057,4.3839406017084865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.5090181991245
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.798308462106854,15.22298427425064,4.500021929373513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.75458540964576
50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.469254682596511,15.24614215890977,4.172254061846643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.91427418789317
50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.034736138352747,15.992930002151335,4.20763947149839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0264055690256
50.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45391367707673,16.09866236472755,4.042554644908497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.7649420025052
51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.469223172293762,15.881611059523417,3.946593392804577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.13107312417236
51.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9852399182752425,14.678757822037968,4.2934774389649775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.6502073091938
51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.750462657653723,16.631563944817348,3.975524673016405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.13349054728735
51.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5486815856922505,16.21516971307644,4.187523140118044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.54539080361013
52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8097456235431615,14.751920895406187,4.08212901360044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.88824988163407
52.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0935368803052805,14.59614589662342,4.4928425487484756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.8020615156585
52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.702201121024043,15.153191666192782,4.12763372971082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.5565826218772
52.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2665411184455975,15.200095497490393,4.34034135417883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.6286406659547
53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.659847110206639,15.781989014316538,4.1984014117825845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.97937873933444
