time,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_c,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,pH,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_gas_h2,S_gas_ch4,S_gas_co2,S_co2,S_nh4_ion,q_gas,q_ch4,p_ch4,p_co2,VS,VSR
1.0,,,,0.021326052583427194,0.02734509913525225,0.031375864114340686,0.17997616062111157,,,,0.154775374291761,,,,,,,,,,,,,,,,,,,,,,,,,,,,4668.624845992355,3070.524633156346,0.5829053105595613,0.3901830947193766,,
2.0,,,,0.01977591866673432,0.02860835207151338,0.02841093257074288,0.18302385385511355,,,,0.1396013499934245,,,,,,,,,,,,,,,,,,,,,,,,,,,,4760.203226336534,3078.6222266770883,0.6264020534744913,0.4215392165098903,,
3.0,,,,0.02431796497766996,0.027223433601625147,0.031208217072618477,0.17593316754043858,,,,0.14215375690592447,,,,,,,,,,,,,,,,,,,,,,,,,,,,5133.4276367272305,3070.8178119754443,0.6569847854310005,0.4086366074627444,,
4.0,,,,0.023209929136865266,0.026413996919686322,0.027148184434981536,0.18046926783060796,,,,0.1571631509895429,,,,,,,,,,,,,,,,,,,,,,,,,,,,4578.180659983579,3426.2915719484267,0.6266538305472308,0.3398705736766613,,
5.0,,,,0.02071728128173385,0.029042478710791346,0.031137884396706023,0.20231439079133975,,,,0.16726892424174652,,,,,,,,,,,,,,,,,,,,,,,,,,,,4449.781049086195,3297.620203058094,0.6767151421511294,0.38171997762144055,,
6.0,,,,0.02412018915491084,0.024724271431746964,0.027292285416005174,0.18109216799378108,,,,0.15984673271878722,,,,,,,,,,,,,,,,,,,,,,,,,,,,4945.965260258889,3278.878269299092,0.7699033307722638,0.3692545185321558,,
7.0,,,,0.022436024627487925,0.024341546764433165,0.02555516250304592,0.19736718194632585,,,,0.17790657712585622,,,,,,,,,,,,,,,,,,,,,,,,,,,,6029.795151786935,3009.177375117009,0.6341184051818198,0.3602462115091097,,
8.0,,,,0.02456835592863406,0.02619885460462545,0.03426141692199075,0.23437525986193505,,,,0.13926050385915137,,,,,,,,,,,,,,,,,,,,,,,,,,,,5633.798039843687,3249.2587602476797,0.7569477789869223,0.3431244521830165,,
9.0,,,,0.019510334032861298,0.023385505648678594,0.03337794535764775,0.23716155493486782,,,,0.13642178168703883,,,,,,,,,,,,,,,,,,,,,,,,,,,,4793.535452367494,3519.1530709406616,0.6147751047673463,0.44723369791713036,,
10.0,,,,0.022132322835601473,0.024253030277352157,0.033590833202099844,0.24444357924531812,,,,0.15997372617313796,,,,,,,,,,,,,,,,,,,,,,,,,,,,5262.814546644848,3491.3168562006626,0.6087340943877082,0.3734581939862066,,
11.0,,,,0.021240779826179418,0.029142400357215135,0.0299817771257587,0.21807865109401448,,,,0.15226064127492706,,,,,,,,,,,,,,,,,,,,,,,,,,,,5016.259870340346,3006.3314036370543,0.695592144946593,0.4209697252093737,,
12.0,,,,0.02200387169090004,0.030317435005817458,0.03142124415172853,0.24344378636573688,,,,0.16100471951201412,,,,,,,,,,,,,,,,,,,,,,,,,,,,6057.282026856609,3034.3878460706032,0.7357289075858655,0.34411407038578645,,
13.0,,,,0.020122187367143114,0.026553271297501433,0.03203889788070638,0.26271611557126123,,,,0.15931487014843101,,,,,,,,,,,,,,,,,,,,,,,,,,,,5477.111505233514,3781.966534251515,0.7181716139534948,0.3711850616906457,,
14.0,,,,0.023412780184438972,0.02840120764387549,0.029479412371173457,0.24941061540932288,,,,0.1494851436776184,,,,,,,,,,,,,,,,,,,,,,,,,,,,6301.350722370531,3143.936260383191,0.7501255442262593,0.4275046662608518,,
15.0,,,,0.02499974655179562,0.024972623878409723,0.027146474560710235,0.25281996095552645,,,,0.16793440715226043,,,,,,,,,,,,,,,,,,,,,,,,,,,,4986.301806882468,3430.1496121327264,0.6649482991857467,0.35644351815615677,,
