K_S_c4,k_m_c4,k_m_ac,k_m_pro,k_dec,K_S_ac,K_S_pro
0.3358212710190275,14.057909917894913,47.96012356725229,146.34624304213037,0.012533881322176577,1.343261546251678,1.1482619915029388
4.381047843549341,171.46880798058825,42.322394285724485,49.41133902532047,0.011634102144958637,1.2214455584712576,0.3904875454879205
1.207087860472213,48.513457181618044,186.13015201528611,119.48925446310865,0.011791002792806062,5.646543228378444,0.9542103290186025
1.296805519910323,52.827179162500975,79.6822846375934,362.95811453324586,0.012511796038308237,2.291746385080177,2.9188000272998096
0.72972833165419,29.49041510842434,115.78763124551425,276.1453722834762,0.011641717708664996,3.448400040828416,2.2529445977165214
2.7821329313364833,111.9221232135243,57.874737524337995,328.87914564215805,0.012575737488769506,1.633661017270243,2.6376796398396682
0.8764878323477672,35.70190990796937,77.68579712081707,365.79598863092104,0.01223102592119356,2.2383848083519404,2.958250437357833
0.6973792787646075,28.716712321517733,63.94335043110459,17.2289443714884,0.012426819627912476,1.8228107846004455,0.1290167684242986
0.7314831122047086,30.075313169916292,22.450194267643237,77.22735215280612,0.012457892786030607,0.6082542072711495,0.6019344761128302
0.8081944723813372,33.11650853448912,56.33738253588232,18.206178466607277,0.012490511643421354,1.592307070612349,0.13669627791048103
1.3091346988956316,53.3727805617221,24.705954716189968,23.31442117154245,0.012438297938018364,0.6751755220831369,0.1757301824195143
5.349668508998047,211.2592826739192,53.866080867399,141.79770154691744,0.012334200418003819,1.5266523906584026,1.120526626773624
0.5785946276578223,24.16487053973094,28.14466470690365,25.546813207355793,0.012941653197327664,0.7655534055044176,0.19170509040465417
1.2085384780357948,49.3619411922993,23.89010043521634,185.99597032670383,0.012616167522479344,0.6479893012079797,1.469456702050079
0.9404855297859221,38.55967688134555,28.779134230385118,274.565005951512,0.01256517070500451,0.7889011854073037,2.194424847688016
3.579197484581963,142.92151365388867,151.92117684192422,65.530234470658,0.012518051128758359,4.494759820892441,0.5041981468630646
0.3366148534122354,13.994040344074026,55.16726312160525,70.50296165939409,0.01221440489291788,1.570892523379137,0.5502618590226674
0.3541871028624412,14.78978376742254,49.19698190615372,37.88526726003234,0.01252708464316601,1.384408508425116,0.28864081317083545
3.2057840389018257,127.97814376154271,23.46419792950603,95.261069042393,0.012417511036993135,0.6381195848270702,0.742771973509204
1.0336926628012182,41.592496447716066,86.50745262420153,347.3152264171491,0.011673323789599562,2.5525537358413692,2.838276876788702
0.42312998626753767,17.86512538209737,30.243394399036553,21.790816597200887,0.013041204310387959,0.8209878837367318,0.16205259488162696
0.9934183808689105,40.64478687710887,68.42180741891305,18.00124695691529,0.01237066361784887,1.9583150687140747,0.1355634016573732
5.2896269218635785,208.68914792608683,85.58081981716165,120.1629013460447,0.012308746084684694,2.482604659525513,0.9438554973986315
0.5560271053373084,23.077404914115032,23.453433565731302,89.87653488569319,0.012592495546531699,0.6358433246638083,0.6986111208236383
3.8050063540619448,148.93900441380146,150.54157553295713,118.87777044992295,0.011645535388782281,4.528802691526255,0.9330382934617826
0.643981431438374,26.13548158004196,251.1379814796659,63.92431326588891,0.011448766438853942,7.689345324038047,0.5045070084319199
4.282336112243058,170.41733867724486,112.83435334091367,30.208656273329908,0.012532551283873646,3.294768489432156,0.22814617018133146
2.404912962395053,96.97573329001978,79.35567077218107,18.391920142990294,0.012719899681082288,2.274883841695475,0.13694206764513536
0.369522738729758,15.51359044710812,36.114085154947695,23.028850543208105,0.012679724405648893,0.9935808088320046,0.173160330487879
1.5443301064729955,62.350915111190695,22.16972750525133,79.7741024050081,0.012219616534958183,0.6048416913445659,0.624508374127849
0.3502792734113806,14.639087360652201,46.83005740244987,48.78138442423703,0.012516551166221883,1.3196251476329222,0.37267153059491304
0.6415841471872996,26.323108558243852,23.348208071726482,46.31529307262332,0.012076455411432534,0.6416998856696022,0.35792984790596594
0.36663451108819667,15.366376633754568,99.44612057624558,40.535374065160404,0.012751735245966763,2.8636492032466268,0.3079670622351977
0.36605335724925775,15.221068302204888,100.21403527089468,49.33501599661138,0.012426216878510877,2.9028666215728935,0.3791425060284648
2.095826891689563,84.11006787495671,142.2640155090115,195.18597513146656,0.012157497661600706,4.2134333667528825,1.572879741444783
1.161255900766301,47.616141650447645,154.4906953230149,36.236217226750384,0.012740660023045901,4.566218952611754,0.2738287773775813
3.470474629382945,138.4387259180407,28.517818195061434,25.708362626873352,0.012501226725699307,0.7834286788761775,0.193580390938282
3.4538573235363907,138.87998827377746,51.65482502092644,257.3055869105609,0.0127755634017056,1.4424706151793578,2.047147931016442
2.4250876255478664,96.79482026453438,181.57526938955942,101.45826851940512,0.012101947853955191,5.469613867890167,0.7991600643751178
0.363311629507484,15.198276618286824,31.38760719035963,74.38462402632196,0.012652741186390004,0.8613985470316232,0.5735361003393878
3.4836438182444773,138.30377058568223,132.30408216558533,159.0007574397675,0.012262897676518216,3.919134370868921,1.261510392811305
1.642124429279987,66.81388767309733,44.905047893622275,407.704728859679,0.01255309598193189,1.2525835688830191,3.2802570189121507
1.0835083019822573,44.25494759285052,22.75604250673762,33.04836792450311,0.012471962059117781,0.6171271336775633,0.25168647652974685
0.36895147265027756,15.442712269568485,32.255158192660765,153.55238522051528,0.012608427270332323,0.8876977339288166,1.2108548305414029
0.35531554845871094,14.793180336692627,49.490419755862305,192.59576983915764,0.012268708557776972,1.4002137396652687,1.535795902494383
0.7652457328480364,31.344531794475227,22.90738374618546,51.600526081095154,0.012127679397140866,0.6275377598299684,0.4000677851306188
4.5382822010259956,179.5238464242212,41.575563662971206,182.76106103773495,0.012271271887657385,1.1704415065195286,1.456869228186572
3.86042168765626,154.06278889422248,47.333175501793754,308.4561067486318,0.01236131334426263,1.3347278427020142,2.4820921115413492
2.6102624803949372,103.65928998550095,46.929170924282666,16.67476465473745,0.011960731155245336,1.3394789122923891,0.12553312645835712
0.322795415468804,13.46208601129157,52.11295939229818,110.15157870340859,0.012234899421035806,1.4754165506741783,0.8678823850059316
0.7556934021499373,31.067316123021786,182.91173454988984,62.87583046202543,0.012470437632675534,5.45552109347276,0.48872638359094284
0.7145995352399008,29.24388689228171,40.89788538145887,236.31124060243812,0.012179197637251983,1.151809031332482,1.908539984542182
